order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
1009,Footwear,3531.0,20.0,COD,159,5,2,349.4,6,1,,1
1010,Electronics,18708.0,5.9,Prepaid_Card,29,0,0,519.0,2,1,2.0,0
1011,Home,3788.0,20.6,COD,475,12,5,184.0,4,0,,0
1012,Home,4961.0,32.7,Wallet,38,0,0,277.9,1,0,1.0,0
1013,Electronics,44424.0,1.4,COD,22,0,0,392.4,6,1,4.0,0
1014,Beauty,763.0,26.4,Prepaid_UPI,1081,24,7,216.5,5,1,1.0,0
1015,Electronics,11360.0,39.5,COD,175,4,1,142.9,9,0,,0
1016,Apparel,718.0,28.0,Wallet,79,2,0,365.8,1,1,5.0,0
1017,Home,5609.0,20.9,COD,725,14,2,124.1,7,0,,1
1018,Footwear,2296.0,12.0,COD,49,1,0,60.9,1,0,3.0,1
1019,Apparel,1099.0,34.5,COD,379,9,1,269.7,2,0,4.0,0
1020,Electronics,10139.0,4.3,Prepaid_Card,307,9,2,217.2,1,1,1.0,0
1021,Footwear,4065.0,25.6,Wallet,875,20,3,369.0,5,1,1.0,0
1022,Footwear,2273.0,22.4,Wallet,107,1,0,282.1,5,0,3.0,0
1023,Beauty,1578.0,38.9,COD,85,0,0,745.8,4,1,1.0,0
1024,Electronics,6129.0,13.3,Prepaid_Card,37,0,0,498.7,1,1,2.0,0
1025,Home,1131.0,14.5,COD,37,1,0,301.1,3,0,3.0,0
1026,Apparel,521.0,3.4,Prepaid_Card,152,5,0,465.1,5,0,2.0,1
1027,Beauty,1013.0,28.6,Prepaid_Card,578,11,2,542.1,2,1,2.0,0
1028,Electronics,21912.0,15.6,COD,843,19,3,542.1,4,0,5.0,0
1029,Footwear,1478.0,9.1,Prepaid_Card,18,0,0,132.7,7,0,4.0,0
1030,Electronics,16516.0,10.5,Prepaid_UPI,444,11,2,152.4,3,0,5.0,1
1031,Home,348.0,30.1,COD,187,6,1,597.3,2,0,2.0,0
1032,Home,3003.0,5.5,COD,18,0,0,275.0,4,1,4.0,1
1033,Electronics,6420.0,6.8,COD,257,8,0,285.5,8,1,5.0,0
1034,Beauty,452.0,35.4,COD,10,1,0,341.2,6,1,2.0,0
1035,Electronics,1397.0,19.5,COD,472,9,1,237.9,1,0,1.0,0
1036,Home,5662.0,36.3,Prepaid_Card,26,0,0,630.6,7,1,1.0,0
1037,Electronics,41990.0,16.6,COD,207,5,0,316.1,4,0,5.0,0
1038,Electronics,28424.0,22.0,Prepaid_UPI,268,5,1,438.3,4,0,1.0,0
1039,Electronics,5414.0,24.3,Prepaid_UPI,265,4,1,205.9,2,0,3.0,0
1040,Apparel,2181.0,42.8,Wallet,125,1,0,225.5,5,1,1.0,0
1041,Apparel,2156.0,41.6,Prepaid_UPI,602,11,4,149.1,1,1,2.0,1
1042,Home,3905.0,39.3,COD,1239,30,0,566.7,2,1,5.0,0
1043,Home,1131.0,12.6,COD,11,0,0,407.1,6,0,,0
1044,Home,5850.0,7.2,COD,23,5,1,248.0,5,1,,0
1045,Apparel,2131.0,33.4,Wallet,18,1,0,407.5,3,1,1.0,0
1046,Electronics,35307.0,42.7,Wallet,9,1,0,384.8,4,0,4.0,0
1047,Apparel,1524.0,39.4,COD,347,6,0,139.7,6,0,2.0,0
1048,Footwear,2943.0,22.2,COD,317,7,2,230.8,5,1,2.0,1
1049,Footwear,4412.0,32.9,Prepaid_Card,148,3,1,129.1,6,1,4.0,0
1050,Apparel,532.0,33.2,COD,409,8,0,141.6,2,1,4.0,1
1051,Home,1452.0,24.2,Wallet,927,20,4,121.2,3,1,3.0,0
1052,Apparel,1895.0,24.9,COD,126,4,1,157.4,9,1,5.0,0
1053,Apparel,661.0,23.5,COD,52,2,0,176.6,4,0,3.0,0
1054,Apparel,1090.0,10.2,Prepaid_Card,4,0,0,840.0,3,1,2.0,0
1055,Apparel,907.0,11.7,COD,830,19,2,215.9,5,1,2.0,0
1056,Home,2175.0,11.5,COD,454,11,1,421.5,5,1,,1
1057,Beauty,210.0,0.0,Prepaid_UPI,271,5,1,355.7,2,0,1.0,1
1058,Apparel,1419.0,24.1,COD,331,6,1,314.8,1,0,3.0,1
1059,Home,3390.0,21.4,Prepaid_Card,20,1,0,452.0,4,1,1.0,0
1060,Home,4547.0,33.4,COD,416,4,1,301.4,4,0,1.0,0
1061,Beauty,866.0,40.9,COD,216,5,0,149.3,1,1,,0
1062,Home,7549.0,41.9,COD,124,6,1,335.7,5,1,1.0,0
1063,Apparel,1464.0,43.3,COD,162,0,0,384.2,5,1,,0
1064,Home,7701.0,10.6,COD,85,4,0,127.1,7,1,5.0,0
1065,Electronics,16530.0,0.5,COD,1459,34,0,298.8,2,1,5.0,0
1066,Beauty,155.0,36.0,Prepaid_UPI,397,6,1,439.5,5,0,3.0,0
1067,Electronics,35419.0,42.7,Prepaid_UPI,269,7,1,44.9,6,1,3.0,0
1068,Home,6671.0,45.3,Wallet,21,2,0,260.6,8,1,3.0,1
1069,Apparel,506.0,29.3,Prepaid_Card,24,0,0,697.0,6,0,,0
1070,Electronics,28591.0,0.0,Prepaid_UPI,847,17,2,181.8,7,0,4.0,0
1071,Footwear,3144.0,27.5,Prepaid_UPI,602,13,0,219.9,5,0,2.0,0
1072,Home,1422.0,30.3,COD,60,3,0,344.3,4,1,2.0,0
1073,Electronics,25401.0,40.8,COD,119,2,0,190.4,7,1,4.0,0
1074,Beauty,722.0,43.4,Prepaid_Card,409,9,0,187.5,2,0,4.0,0
1075,Footwear,566.0,35.6,Prepaid_UPI,382,7,1,517.7,8,1,2.0,0
1076,Electronics,39171.0,13.2,Prepaid_Card,166,4,0,221.9,6,0,1.0,0
1077,Home,4086.0,6.6,COD,287,8,2,441.8,4,0,1.0,0
1078,Electronics,35438.0,30.0,Wallet,419,10,1,137.5,1,0,1.0,0
1079,Home,5866.0,10.1,COD,682,14,1,218.6,4,0,2.0,0
1080,Electronics,44724.0,44.1,Wallet,62,1,0,212.7,3,1,5.0,0
1081,Apparel,1188.0,0.0,Prepaid_UPI,155,2,0,222.5,1,0,3.0,0
1082,Beauty,1155.0,30.5,Prepaid_UPI,412,7,0,137.9,3,0,5.0,0
1083,Beauty,812.0,26.8,Prepaid_UPI,44,3,0,203.9,6,1,5.0,0
1084,Footwear,3001.0,18.9,COD,2500,59,3,258.8,4,0,1.0,0
1085,Beauty,1292.0,8.1,Prepaid_Card,1160,22,1,76.1,4,0,1.0,0
1086,Footwear,3415.0,0.0,Prepaid_UPI,340,9,0,184.6,1,0,3.0,0
1087,Footwear,1926.0,14.0,Prepaid_UPI,127,5,1,342.3,4,1,,0
1088,Footwear,1023.0,14.3,COD,388,6,1,166.0,8,1,4.0,1
1089,Electronics,38975.0,38.7,COD,1637,35,4,292.9,5,0,3.0,0
1090,Electronics,37468.0,10.3,COD,30,0,0,158.5,4,0,2.0,0
1091,Apparel,1032.0,28.8,Prepaid_Card,301,10,0,245.9,6,0,2.0,0
1092,Home,5616.0,2.6,Prepaid_Card,302,10,2,60.2,7,0,1.0,1
1093,Apparel,1286.0,29.2,Prepaid_UPI,84,0,0,336.8,8,1,4.0,0
1094,Apparel,1770.0,0.0,Prepaid_UPI,412,6,0,187.6,5,0,4.0,0
1095,Home,3304.0,53.4,Prepaid_UPI,77,3,0,413.6,1,0,3.0,0
1096,Electronics,24661.0,19.9,COD,358,9,3,230.5,7,0,4.0,0
1097,Apparel,504.0,0.0,Prepaid_Card,38,3,0,197.9,4,1,,0
1098,Footwear,1200.0,11.2,COD,988,20,6,171.5,3,1,4.0,1
1099,Footwear,3627.0,8.9,COD,973,23,0,186.6,2,1,,0
1100,Apparel,1087.0,12.2,COD,1375,29,9,182.2,6,1,1.0,0
1101,Apparel,463.0,16.5,COD,64,3,1,156.6,7,0,5.0,0
1102,Electronics,8542.0,12.1,COD,1002,22,3,165.2,3,0,3.0,0
1103,Footwear,2146.0,9.8,Prepaid_Card,555,16,2,671.3,6,0,1.0,0
1104,Footwear,3372.0,4.6,COD,49,2,1,234.5,7,1,2.0,0
1105,Apparel,1054.0,34.3,COD,119,2,0,77.1,5,0,5.0,0
1106,Footwear,3481.0,40.0,COD,437,10,3,77.4,5,0,,0
1107,Apparel,1945.0,18.2,Prepaid_Card,8,0,0,680.8,4,0,3.0,1
1108,Electronics,16142.0,21.7,Prepaid_Card,20,0,0,229.1,3,0,3.0,0
1109,Beauty,2031.0,5.1,COD,15,4,0,120.3,6,1,3.0,0
1110,Apparel,628.0,23.1,COD,1073,27,6,440.5,7,0,3.0,0
1111,Apparel,1148.0,25.4,Wallet,21,0,0,57.4,5,0,3.0,0
1112,Electronics,5473.0,18.7,Prepaid_Card,94,3,0,168.0,4,1,2.0,0
1113,Home,704.0,27.9,Prepaid_UPI,30,5,2,253.1,6,1,1.0,1
1114,Beauty,302.0,26.6,Prepaid_Card,839,21,5,277.2,3,1,3.0,0
1115,Beauty,396.0,6.2,Prepaid_UPI,419,9,2,126.6,7,0,3.0,1
1116,Apparel,1904.0,39.9,Prepaid_UPI,192,4,0,170.6,7,0,3.0,0
1117,Apparel,1379.0,18.9,COD,647,11,1,367.0,6,1,5.0,0
1118,Footwear,4290.0,47.1,Prepaid_UPI,336,9,2,521.2,4,1,1.0,1
1119,Apparel,1368.0,28.3,COD,544,15,0,388.6,4,0,4.0,0
1120,Footwear,3015.0,51.6,Prepaid_Card,249,8,3,303.4,1,0,1.0,0
1121,Home,1721.0,39.6,COD,397,10,2,197.1,3,1,2.0,0
1122,Apparel,1373.0,25.4,COD,469,11,5,326.0,6,1,4.0,0
1123,Footwear,2041.0,11.2,Wallet,108,0,0,360.2,3,0,3.0,0
1124,Apparel,2077.0,11.5,Prepaid_UPI,308,7,0,513.4,10,1,2.0,0
1125,Electronics,42106.0,30.0,COD,165,2,0,246.3,3,1,3.0,0
1126,Home,1828.0,24.1,Wallet,101,3,0,808.1,2,1,3.0,0
1127,Electronics,28362.0,13.2,COD,157,2,0,421.9,5,1,1.0,0
1128,Home,5214.0,34.5,Prepaid_Card,231,6,0,231.8,5,1,1.0,0
1129,Home,4632.0,22.6,Prepaid_UPI,1287,31,1,466.6,8,0,2.0,0
1130,Beauty,442.0,34.6,COD,762,18,2,202.2,4,0,2.0,1
1131,Beauty,1687.0,7.4,Prepaid_Card,330,8,1,169.0,3,1,3.0,1
1132,Electronics,36200.0,37.0,Prepaid_UPI,1299,31,1,78.8,3,0,1.0,0
1133,Apparel,1021.0,29.5,COD,59,5,2,663.6,7,0,2.0,1
1134,Footwear,2558.0,40.0,Prepaid_Card,9,0,0,198.0,8,0,2.0,0
1135,Beauty,423.0,36.7,COD,86,3,1,357.5,3,1,4.0,0
1136,Apparel,2075.0,20.7,Prepaid_UPI,444,13,0,425.2,4,0,4.0,0
1137,Electronics,5998.0,19.5,COD,706,17,1,202.7,8,0,4.0,1
1138,Electronics,10327.0,48.7,COD,415,5,1,214.7,6,0,4.0,0
1139,Apparel,937.0,17.6,Prepaid_UPI,1,0,0,77.4,3,1,3.0,0
1140,Home,6659.0,33.2,COD,1138,27,4,131.4,2,1,,0
1141,Electronics,31889.0,16.3,Prepaid_Card,133,2,0,95.2,3,0,4.0,1
1142,Footwear,528.0,0.0,Prepaid_UPI,787,20,1,757.1,6,0,,0
1143,Footwear,1234.0,3.6,Prepaid_UPI,127,7,1,223.9,1,1,3.0,1
1144,Footwear,3501.0,28.1,COD,1069,23,7,164.9,5,1,1.0,0
1145,Electronics,18888.0,32.5,Prepaid_UPI,62,0,0,192.3,4,1,2.0,0
1146,Electronics,2348.0,28.1,Prepaid_UPI,174,3,0,251.3,3,1,5.0,0
1147,Footwear,4356.0,39.2,COD,75,1,0,149.8,3,0,,1
1148,Footwear,1105.0,27.9,Prepaid_UPI,37,4,0,351.4,6,0,2.0,0
1149,Electronics,23558.0,10.4,Prepaid_UPI,80,0,0,425.5,6,0,1.0,1
1150,Footwear,1493.0,30.9,Prepaid_Card,205,6,0,226.7,7,1,,0
1151,Apparel,1727.0,24.5,Prepaid_Card,887,22,5,174.4,3,1,5.0,1
1152,Footwear,3607.0,13.4,Prepaid_UPI,1007,24,6,200.6,1,1,3.0,0
1153,Apparel,1115.0,29.1,Wallet,1091,25,2,134.7,5,1,1.0,0
1154,Apparel,1585.0,23.2,Prepaid_Card,15,0,0,216.3,4,0,5.0,0
1155,Electronics,41017.0,12.9,Prepaid_UPI,60,5,2,371.9,3,1,1.0,0
1156,Apparel,1867.0,19.3,Prepaid_UPI,1021,22,4,584.1,1,1,2.0,0
1157,Apparel,1147.0,43.2,Prepaid_UPI,755,19,4,303.0,6,1,3.0,0
1158,Apparel,1195.0,42.7,Wallet,543,12,1,367.1,1,1,5.0,0
1159,Electronics,40045.0,24.8,COD,1248,24,1,229.3,6,1,,0
1160,Footwear,637.0,22.9,COD,796,17,2,450.5,6,0,5.0,0
1161,Apparel,441.0,0.5,Prepaid_Card,555,12,2,154.9,6,0,2.0,0
1162,Home,1885.0,47.8,Prepaid_Card,565,12,2,109.8,4,0,1.0,0
1163,Footwear,3810.0,37.5,Prepaid_Card,63,0,0,222.6,1,0,5.0,0
1164,Apparel,676.0,33.3,Prepaid_UPI,5,1,0,323.3,1,0,5.0,0
1165,Apparel,914.0,0.0,Wallet,781,19,1,105.0,3,0,1.0,0
1166,Footwear,3016.0,22.6,COD,58,1,0,641.8,9,0,2.0,1
1167,Footwear,1237.0,20.1,Prepaid_UPI,282,6,0,137.1,7,1,2.0,0
1168,Electronics,14476.0,32.2,COD,79,0,0,189.0,4,1,1.0,1
1169,Footwear,2368.0,15.2,Prepaid_Card,342,8,1,323.8,3,1,5.0,0
1170,Apparel,811.0,18.5,COD,64,4,0,297.3,5,1,2.0,1
1171,Electronics,44668.0,31.3,Prepaid_Card,1341,33,10,458.7,6,1,5.0,1
1172,Footwear,1154.0,10.4,Prepaid_Card,388,7,1,377.9,5,1,1.0,0
1173,Apparel,1930.0,13.4,Prepaid_UPI,330,11,1,139.8,1,0,2.0,0
1174,Footwear,2380.0,24.9,Prepaid_Card,29,0,0,193.4,8,0,,0
1175,Electronics,6856.0,42.1,COD,669,13,2,340.6,5,0,1.0,0
1176,Footwear,974.0,34.1,COD,126,0,0,228.4,3,0,3.0,0
1177,Electronics,23113.0,38.1,COD,163,1,0,137.7,5,0,,1
1178,Electronics,16684.0,22.9,Wallet,1133,26,6,60.2,7,1,2.0,1
1179,Apparel,822.0,44.4,Wallet,37,0,0,519.1,5,1,2.0,0
1180,Apparel,2126.0,0.0,COD,981,21,3,187.5,5,0,2.0,0
1181,Footwear,2354.0,52.3,COD,659,13,4,338.4,8,0,2.0,1
1182,Apparel,2072.0,54.3,Prepaid_Card,685,13,2,144.4,3,1,1.0,0
1183,Apparel,695.0,28.8,Prepaid_UPI,900,18,6,304.6,2,0,3.0,0
1184,Apparel,730.0,34.5,COD,334,9,3,69.6,3,0,,1
1185,Apparel,1473.0,21.4,COD,516,15,3,142.9,6,0,,0
1186,Footwear,1580.0,18.9,COD,1184,30,0,205.6,7,1,,0
1187,Electronics,9300.0,12.8,COD,13,2,0,155.0,5,0,3.0,1
1188,Beauty,373.0,21.3,COD,1140,24,5,170.0,3,0,3.0,0
1189,Apparel,537.0,30.3,COD,246,4,0,386.2,8,1,4.0,0
1190,Home,6099.0,28.3,Prepaid_Card,73,3,0,186.4,2,0,3.0,0
1191,Electronics,13559.0,51.8,Prepaid_Card,218,4,0,126.1,3,1,3.0,0
1192,Electronics,44055.0,23.5,COD,77,3,1,188.6,3,0,4.0,0
1193,Footwear,1232.0,0.0,Prepaid_Card,14,4,1,58.5,7,0,1.0,0
1194,Beauty,983.0,46.7,Prepaid_Card,129,3,0,210.9,4,0,4.0,0
1195,Footwear,2000.0,3.7,Prepaid_UPI,120,7,0,200.6,8,1,1.0,0
1196,Apparel,1300.0,13.6,Wallet,40,0,0,210.2,6,0,5.0,0
1197,Apparel,1967.0,26.1,COD,147,4,1,97.6,2,1,4.0,0
1198,Home,6728.0,28.3,Prepaid_UPI,1011,23,1,279.0,4,1,4.0,0
1199,Apparel,418.0,0.3,Prepaid_UPI,426,7,2,220.7,3,0,5.0,0
1200,Footwear,2137.0,10.8,Prepaid_UPI,946,23,2,510.2,8,1,2.0,0
1201,Home,6675.0,0.0,COD,206,8,1,404.0,6,0,1.0,0
1202,Home,302.0,31.3,COD,108,7,2,145.6,1,1,5.0,0
1203,Footwear,2635.0,39.8,COD,1499,34,6,142.2,6,0,5.0,1
1204,Home,2298.0,3.7,Wallet,260,2,0,411.5,4,1,3.0,0
1205,Apparel,1143.0,36.9,Prepaid_Card,246,6,1,129.3,2,1,3.0,0
1206,Apparel,1157.0,36.0,COD,161,5,0,135.7,3,1,,1
1207,Home,3317.0,12.1,Prepaid_Card,654,14,0,291.8,4,1,2.0,0
1208,Electronics,40267.0,0.0,COD,15,1,0,169.2,1,0,,0
1209,Apparel,1366.0,5.9,COD,64,0,0,293.3,5,0,1.0,1
1210,Electronics,40784.0,13.1,Prepaid_Card,81,2,0,73.8,5,1,1.0,0
1211,Footwear,3407.0,45.1,Prepaid_Card,133,5,1,187.7,4,0,2.0,0
1212,Footwear,1904.0,20.2,Prepaid_UPI,808,21,3,434.9,5,0,2.0,0
1213,Home,4100.0,6.9,Prepaid_Card,310,4,2,139.8,4,0,,0
1214,Electronics,18276.0,24.2,Prepaid_Card,671,14,2,173.7,2,1,1.0,0
1215,Apparel,1891.0,2.6,Prepaid_UPI,834,15,3,207.8,3,0,2.0,0
1216,Electronics,9417.0,29.7,COD,108,6,2,179.2,3,1,1.0,1
1217,Apparel,2086.0,7.3,Prepaid_UPI,196,6,2,73.8,6,1,4.0,0
1218,Home,4769.0,9.5,Prepaid_UPI,433,6,0,415.5,2,1,2.0,0
1219,Home,5011.0,27.6,COD,444,10,2,217.7,3,1,1.0,1
1220,Apparel,1330.0,48.3,COD,10,0,0,306.2,5,0,4.0,0
1221,Apparel,1398.0,55.0,COD,165,2,0,451.0,1,0,,1
1222,Apparel,1602.0,6.4,COD,105,4,1,172.7,3,0,3.0,1
1223,Footwear,3120.0,13.1,Prepaid_Card,43,3,0,281.9,5,1,4.0,0
1224,Home,1949.0,29.7,COD,342,8,1,26.2,5,1,3.0,1
1225,Apparel,1448.0,39.5,Prepaid_Card,96,1,0,43.3,5,1,1.0,0
1226,Footwear,1919.0,0.0,COD,359,7,1,235.2,3,1,3.0,0
1227,Electronics,29102.0,23.3,COD,300,7,0,88.2,2,0,,0
1228,Electronics,25195.0,14.7,COD,156,3,0,310.2,3,1,1.0,0
1229,Beauty,572.0,0.0,COD,126,3,0,344.2,5,0,4.0,1
1230,Apparel,1723.0,1.9,Wallet,38,2,0,153.0,4,0,4.0,0
1231,Apparel,1223.0,13.5,COD,17,0,0,330.5,2,1,4.0,0
1232,Home,4546.0,22.9,COD,199,3,0,197.0,9,0,3.0,0
1233,Apparel,1611.0,37.1,COD,169,4,0,493.1,3,1,4.0,0
1234,Home,5327.0,27.3,COD,197,8,1,103.2,2,0,1.0,1
1235,Apparel,1748.0,36.2,Prepaid_Card,279,8,1,216.8,3,1,1.0,0
1236,Apparel,772.0,22.4,Prepaid_UPI,279,6,0,271.6,6,0,3.0,0
1237,Apparel,599.0,11.4,COD,672,16,3,373.5,6,0,4.0,0
1238,Electronics,30510.0,19.2,Prepaid_Card,718,16,1,356.7,8,0,1.0,0
1239,Apparel,825.0,32.4,Prepaid_Card,400,11,3,182.4,2,1,4.0,0
1240,Apparel,606.0,37.5,Prepaid_UPI,53,2,1,201.6,4,0,4.0,1
1241,Footwear,1025.0,19.8,Prepaid_Card,214,7,1,136.8,7,0,5.0,0
1242,Electronics,14901.0,8.1,COD,132,0,0,462.7,2,1,2.0,0
1243,Electronics,44640.0,27.0,Prepaid_UPI,91,0,0,574.6,7,0,4.0,0
1244,Apparel,683.0,29.2,Prepaid_UPI,751,17,3,65.0,5,0,,0
1245,Electronics,14276.0,40.5,Prepaid_Card,135,4,0,407.3,3,0,4.0,0
1246,Apparel,2057.0,11.8,Wallet,35,6,0,344.6,1,0,1.0,1
1247,Home,7717.0,12.0,Prepaid_UPI,29,0,0,38.3,6,0,,0
1248,Apparel,812.0,33.3,COD,253,6,1,388.5,8,0,3.0,0
1249,Footwear,4022.0,15.9,Prepaid_UPI,1732,38,12,507.1,5,0,5.0,1
1250,Beauty,476.0,15.3,Prepaid_Card,27,1,0,367.0,5,1,4.0,0
1251,Apparel,1771.0,40.8,Prepaid_Card,641,18,1,130.3,5,1,,0
1252,Apparel,423.0,1.4,Prepaid_Card,598,15,3,631.1,7,0,2.0,0
1253,Apparel,1132.0,52.8,Prepaid_UPI,120,0,0,421.4,7,0,5.0,0
1254,Home,2204.0,12.8,Prepaid_Card,136,6,0,135.6,1,1,2.0,0
1255,Apparel,1667.0,35.0,Prepaid_Card,819,21,3,316.0,4,0,5.0,0
1256,Footwear,564.0,20.4,COD,355,8,1,304.9,3,0,3.0,1
1257,Footwear,2360.0,26.1,Prepaid_Card,1919,39,4,100.8,5,1,1.0,0
1258,Footwear,3287.0,18.1,Wallet,556,12,3,254.8,4,0,,0
1259,Electronics,3246.0,34.8,Prepaid_UPI,1164,27,8,295.6,5,1,1.0,0
1260,Beauty,2259.0,16.8,COD,398,11,3,176.8,5,1,,0
1261,Apparel,1050.0,13.4,Prepaid_UPI,334,4,0,539.3,1,0,4.0,1
1262,Electronics,8439.0,49.2,Prepaid_UPI,499,10,1,208.8,1,0,5.0,0
1263,Electronics,11075.0,22.4,Prepaid_Card,219,7,0,331.2,6,0,5.0,0
1264,Beauty,946.0,11.9,COD,442,13,0,247.3,3,1,,0
1265,Home,1827.0,0.0,Prepaid_Card,61,2,0,152.2,8,0,1.0,0
1266,Footwear,2542.0,50.0,COD,498,13,1,283.1,6,0,3.0,1
1267,Apparel,1539.0,13.7,COD,177,5,1,230.4,1,1,,0
1268,Beauty,1169.0,52.9,Prepaid_Card,130,5,0,625.0,3,1,3.0,0
1269,Electronics,19904.0,28.0,Wallet,109,3,0,410.2,5,0,,0
1270,Electronics,35438.0,24.1,COD,304,8,3,82.0,4,0,3.0,1
1271,Beauty,857.0,24.5,Prepaid_UPI,1167,23,2,148.3,4,1,2.0,0
1272,Electronics,28477.0,55.2,Wallet,126,4,0,134.1,2,0,5.0,0
1273,Electronics,40310.0,0.0,COD,257,3,0,37.7,5,0,1.0,0
1274,Home,2006.0,25.2,COD,447,11,1,349.2,5,1,4.0,1
1275,Apparel,1516.0,18.0,Prepaid_UPI,164,3,1,310.8,6,0,1.0,0
1276,Electronics,42721.0,18.8,Prepaid_UPI,7,1,0,116.4,4,1,3.0,0
1277,Apparel,1354.0,24.2,COD,134,1,0,119.5,3,1,5.0,1
1278,Apparel,2158.0,18.0,Prepaid_Card,296,6,1,55.3,5,0,4.0,0
1279,Footwear,1740.0,24.8,Prepaid_Card,196,5,1,141.0,5,1,5.0,0
1280,Home,4645.0,21.6,Prepaid_UPI,35,2,0,302.3,5,1,5.0,0
1281,Electronics,14823.0,2.3,Prepaid_UPI,318,9,2,666.7,7,0,3.0,0
1282,Electronics,1363.0,27.7,COD,906,18,6,84.3,2,0,,0
1283,Electronics,44882.0,32.7,COD,604,10,0,286.4,6,1,4.0,0
1284,Home,2148.0,13.9,COD,57,0,0,720.9,2,1,5.0,0
1285,Beauty,2437.0,50.0,Wallet,20,0,0,218.3,6,0,4.0,1
1286,Beauty,1685.0,42.0,Wallet,32,4,1,215.0,1,1,2.0,0
1287,Electronics,40792.0,34.7,Prepaid_UPI,1178,29,0,243.7,4,0,1.0,1
1288,Electronics,43563.0,34.5,COD,5,0,0,226.0,7,0,2.0,0
1289,Electronics,26071.0,22.5,Prepaid_Card,24,4,0,359.5,4,0,4.0,0
1290,Home,7998.0,39.1,COD,178,7,0,849.9,4,1,2.0,1
1291,Electronics,34809.0,45.6,COD,128,0,0,151.8,5,0,2.0,0
1292,Home,4333.0,34.1,COD,39,0,0,95.9,1,1,,0
1293,Home,5343.0,13.4,Prepaid_UPI,514,8,3,122.0,5,1,2.0,0
1294,Electronics,9709.0,21.4,COD,385,8,1,375.7,2,1,3.0,0
1295,Electronics,1683.0,30.6,Prepaid_Card,334,7,2,269.5,7,0,4.0,0
1296,Electronics,12447.0,34.6,Wallet,63,1,0,412.9,4,0,1.0,0
1297,Apparel,1183.0,20.8,Prepaid_UPI,107,0,0,65.3,5,0,5.0,0
1298,Apparel,810.0,13.5,COD,85,0,0,209.8,2,1,,0
1299,Footwear,2556.0,45.8,Wallet,25,1,0,352.4,6,0,4.0,0
1300,Electronics,30018.0,5.9,Prepaid_Card,191,5,1,63.8,4,0,,0
1301,Apparel,1580.0,7.9,Prepaid_Card,178,0,0,284.8,1,0,3.0,0
1302,Home,7182.0,2.1,Prepaid_Card,5,0,0,214.6,3,0,1.0,0
1303,Footwear,4365.0,7.8,Prepaid_UPI,795,20,2,575.9,6,0,1.0,0
1304,Apparel,2003.0,40.7,Prepaid_Card,963,19,2,89.8,5,0,4.0,0
1305,Footwear,2981.0,41.2,Prepaid_Card,24,1,0,433.1,6,0,1.0,1
1306,Beauty,634.0,20.9,Prepaid_Card,1175,23,1,180.5,4,0,2.0,0
1307,Home,7565.0,29.4,COD,2050,47,0,62.0,7,1,,1
1308,Home,1646.0,21.8,Prepaid_UPI,492,7,1,157.8,7,1,5.0,1
1309,Apparel,673.0,4.1,COD,68,1,0,403.0,1,0,5.0,0
1310,Beauty,896.0,55.3,COD,960,23,3,382.8,6,0,2.0,0
1311,Electronics,26324.0,42.6,COD,1,1,0,329.9,8,1,3.0,0
1312,Beauty,1751.0,27.3,COD,311,6,1,122.2,5,0,,0
1313,Home,402.0,9.2,COD,843,17,2,584.6,4,0,1.0,0
1314,Apparel,1800.0,18.6,Prepaid_Card,511,11,2,242.3,1,0,5.0,0
1315,Apparel,715.0,11.6,COD,23,0,0,209.4,4,0,4.0,0
1316,Home,2583.0,23.5,COD,1180,26,1,241.0,3,1,1.0,0
1317,Home,2780.0,26.6,Prepaid_UPI,695,15,2,97.9,6,1,1.0,0
1318,Apparel,998.0,16.9,Wallet,156,3,0,65.3,7,1,4.0,0
1319,Footwear,3541.0,0.2,Prepaid_Card,162,6,1,217.7,4,0,2.0,0
1320,Footwear,664.0,54.0,COD,83,0,0,51.9,2,0,3.0,1
1321,Electronics,9807.0,25.6,COD,445,6,1,392.7,1,1,3.0,0
1322,Electronics,2178.0,28.8,COD,226,4,0,523.1,6,0,,0
1323,Apparel,1801.0,15.7,COD,137,3,0,819.6,5,1,5.0,0
1324,Footwear,4435.0,0.0,Wallet,325,7,2,148.1,1,0,5.0,0
1325,Electronics,30088.0,20.8,Prepaid_UPI,106,2,0,383.3,6,1,2.0,0
1326,Footwear,2861.0,17.2,COD,282,4,1,33.1,6,0,,0
1327,Electronics,40973.0,32.6,Wallet,156,2,0,371.3,1,1,2.0,0
1328,Home,2263.0,35.6,Prepaid_Card,29,0,0,221.6,2,0,4.0,0
1329,Apparel,520.0,33.5,COD,56,0,0,318.3,10,0,2.0,1
1330,Apparel,1318.0,36.8,Prepaid_Card,11,2,0,479.5,5,1,4.0,0
1331,Footwear,1541.0,49.1,COD,43,1,0,190.0,9,0,,0
1332,Electronics,20957.0,27.8,Prepaid_UPI,62,0,0,336.9,5,1,3.0,0
1333,Electronics,21186.0,38.5,COD,719,18,6,313.0,7,0,1.0,1
1334,Beauty,899.0,29.4,Prepaid_Card,12,1,0,276.6,4,0,1.0,0
1335,Beauty,1293.0,0.0,COD,94,0,0,135.8,3,1,5.0,0
1336,Footwear,2021.0,19.7,Wallet,428,3,0,116.8,1,0,1.0,0
